method1,method2,method_score1,method_score2,space_size1,space_size2,space_score1,space_score2
org.apache.pdfbox.pdfwriter.COSWriter.visitFromInt(COSInteger),org.apache.pdfbox.pdfwriter.COSWriter.visitFromInt(COSInteger),2.2169340604292654e-09,2.7109288524169886e-08,2,4,1.3402723550065809e-09,1.6422777416257644e-07
org.apache.pdfbox.pdfwriter.COSWriter.visitFromBoolean(COSBoolean),org.apache.pdfbox.pdfwriter.COSWriter.visitFromBoolean(COSBoolean),1.4979289817466243e-10,9.682338905932761e-12,,,,
org.apache.pdfbox.pdfwriter.COSWriter.visitFromDocument(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.visitFromDocument(COSDocument),8.393412704557878e-06,3.527653426353491e-05,11,15,5.000295914051778e-06,9.51941025291147e-06
org.apache.pdfbox.pdfwriter.COSWriter.visitFromDictionary(COSDictionary),org.apache.pdfbox.pdfwriter.COSWriter.visitFromDictionary(COSDictionary),3.231545068942991e-05,5.960364543992525e-05,38,88,4.028501809104116e-05,0.00012116459306657853
org.apache.pdfbox.pdfwriter.COSWriter.visitFromName(COSName),org.apache.pdfbox.pdfwriter.COSWriter.visitFromName(COSName),2.0498529058769163e-07,1.112117691974035e-07,2,4,1.2457787177949403e-07,1.2107389802253254e-06
org.apache.pdfbox.pdfwriter.COSWriter.visitFromNull(COSNull),org.apache.pdfbox.pdfwriter.COSWriter.visitFromNull(COSNull),1.4979289817466243e-10,8.680719670886895e-12,,,,
org.apache.pdfbox.pdfwriter.COSWriter.visitFromString(COSString),org.apache.pdfbox.pdfwriter.COSWriter.visitFromString(COSString),1.805692332924219e-07,1.1067589582104086e-06,2,13,1.0926045558384452e-07,6.547868232377562e-05
org.apache.pdfbox.pdmodel.PDDocument.save(String),org.apache.pdfbox.pdmodel.PDDocument.save(String),1.5256419548453622e-05,3.933420836333888e-06,,,,
org.apache.pdfbox.pdmodel.PDDocument.save(File),org.apache.pdfbox.pdmodel.PDDocument.save(File),1.7597233313417828e-06,2.6736324147830535e-05,,4,,8.823547340970107e-05
org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(String),org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(OutputStream),2.736024536853278e-08,1.3438966186318514e-05,,,,
org.apache.pdfbox.pdmodel.PDDocument.save(OutputStream),org.apache.pdfbox.pdmodel.PDDocument.save(OutputStream),9.403041292687e-06,0.0001237792308658069,26,2,1.1255629963858066e-05,7.525777750681872e-05
"org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(FileInputStream, OutputStream)",org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(OutputStream),4.4487300461581003e-07,1.3438966186318514e-05,26,,1.1255629963858066e-05,
org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(File),org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(File),2.9016318979934604e-20,1.4609028526798013e-21,,,,
org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(String),org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(String),3.112063052710071e-16,1.6526435906305234e-08,,,,
org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(OutputStream),org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(OutputStream),8.398431940258833e-08,8.916584572275423e-09,,,,
org.apache.pdfbox.pdmodel.fdf.FDFDocument.saveXFDF(Writer),org.apache.pdfbox.pdmodel.fdf.FDFDocument.saveXFDF(Writer),1.8486626655932612e-10,1.6729559025169924e-09,,,,
org.apache.pdfbox.pdmodel.fdf.FDFDocument.saveXFDF(File),org.apache.pdfbox.pdmodel.fdf.FDFDocument.saveXFDF(File),2.9065108961901426e-23,2.450243932797493e-21,,,,
org.apache.pdfbox.pdmodel.fdf.FDFDocument.saveXFDF(String),org.apache.pdfbox.pdmodel.fdf.FDFDocument.saveXFDF(String),1.2465018091856932e-16,6.559371799282688e-09,,,,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.buildPDF(PDVisibleSignDesigner),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.buildPDF(PDVisibleSignDesigner),9.383243679349084e-07,2.234636310441883e-06,,,,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getTemplateAppearanceStream(),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getTemplateAppearanceStream(),4.3016764107246195e-16,2.914592373334039e-16,,,,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties.buildSignature(),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties.buildSignature(),4.06267188885198e-07,5.383055570175755e-07,2,,4.176823656450786e-07,
org.apache.pdfbox.filter.ASCIIHexFilter.isWhitespace(int),org.apache.pdfbox.filter.ASCIIHexFilter.isWhitespace(int),2.454963963669897e-06,2.0274686006300986e-07,2,2,3.738754506204054e-05,9.900051043721682e-07
"org.apache.pdfbox.filter.JBIG2Filter.decode(InputStream, OutputStream, COSDictionary, int)","org.apache.pdfbox.filter.JBIG2Filter.decode(InputStream, OutputStream, COSDictionary, int)",5.266973835806014e-08,1.8960969131702948e-06,,60,,2.814722428738728e-06
"org.apache.pdfbox.filter.DCTFilter.decode(InputStream, OutputStream, COSDictionary, int)","org.apache.pdfbox.filter.DCTFilter.decode(InputStream, OutputStream, COSDictionary, int)",4.239362294917804e-21,1.984893993474492e-06,,10,,2.2447605769494815e-05
"org.apache.pdfbox.filter.DCTFilter.decode(InputStream, OutputStream, COSDictionary, int)","org.apache.pdfbox.filter.DCTFilter.decode(InputStream, OutputStream, COSDictionary, int)",4.239362294917804e-21,1.984893993474492e-06,,10,,2.2447605769494815e-05
"org.apache.pdfbox.examples.pdmodel.AddImageToPDF.createPDFFromImage(String, String, String)","org.apache.pdfbox.examples.pdmodel.AddImageToPDF.createPDFFromImage(String, String, String)",1.0226211388280528e-09,6.702556174669337e-11,,,,
org.apache.pdfbox.examples.pdmodel.RubberStampWithImage.doIt(String[]),org.apache.pdfbox.examples.pdmodel.RubberStampWithImage.doIt(String[]),5.776614450306634e-09,5.177115760344873e-07,,3,,4.195913355086321e-05
"org.apache.pdfbox.filter.DCTFilter.decode(InputStream, OutputStream, COSDictionary, int)","org.apache.pdfbox.filter.DCTFilter.decode(InputStream, OutputStream, COSDictionary, int)",4.239362294917804e-21,1.984893993474492e-06,,10,,2.2447605769494815e-05
"org.apache.pdfbox.filter.JBIG2Filter.decode(InputStream, OutputStream, COSDictionary, int)","org.apache.pdfbox.filter.JBIG2Filter.decode(InputStream, OutputStream, COSDictionary, int)",5.266973835806014e-08,1.8960969131702948e-06,,60,,2.814722428738728e-06
"org.apache.pdfbox.filter.JPXFilter.decode(InputStream, OutputStream, COSDictionary, int)","org.apache.pdfbox.filter.JPXFilter.decode(InputStream, OutputStream, COSDictionary, int)",3.539451456063174e-08,2.950064741037707e-06,,9,,1.2212296758696578e-05
org.apache.pdfbox.pdfparser.PDFStreamParser.parseNextToken(),org.apache.pdfbox.pdfparser.PDFStreamParser.parseNextToken(),0.04327694892506775,0.004244865682044433,180,152,0.00040310608276898993,8.92910410791334e-05
org.apache.pdfbox.pdfwriter.ContentStreamWriter.writeObject(Object),org.apache.pdfbox.pdfwriter.ContentStreamWriter.writeObject(Object),6.387915834715657e-15,2.628548937549962e-07,,7,,9.882919495355642e-07
org.apache.pdfbox.pdmodel.common.function.PDFunction.eval(COSArray),org.apache.pdfbox.pdmodel.common.function.PDFunction.eval(COSArray),2.948055491763229e-07,9.122975537220905e-13,87,3,7.750475624000232e-06,5.420389117922659e-07
org.apache.pdfbox.pdmodel.common.function.PDFunctionType2.eval(float[]),org.apache.pdfbox.pdmodel.common.function.PDFunctionType2.eval(float[]),4.465789570231257e-08,5.6001757087607016e-08,96,78,1.287590053265825e-05,0.00021523226110344433
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDObjectReference.getReferencedObject(),org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDObjectReference.getReferencedObject(),2.3382200460909674e-08,4.128001879587698e-11,47,,2.001121645460913e-06,
org.apache.pdfbox.pdmodel.documentinterchange.prepress.PDBoxStyle.getGuidelineColor(),org.apache.pdfbox.pdmodel.documentinterchange.prepress.PDBoxStyle.getGuidelineColor(),1.708071650529994e-10,2.8511705865733063e-12,176,,4.283146577704754e-06,
org.apache.pdfbox.pdmodel.graphics.color.PDCalGray.PDCalGray(COSArray),org.apache.pdfbox.pdmodel.graphics.color.PDCalGray.PDCalGray(COSArray),3.614806730700432e-10,1.076033967703072e-11,,,,
org.apache.pdfbox.pdmodel.graphics.color.PDCalRGB.getGamma(),org.apache.pdfbox.pdmodel.graphics.color.PDCalRGB.getGamma(),1.160945308564705e-09,6.265656131066287e-11,101,194,9.352496115732132e-06,0.00019610357640429527
org.apache.pdfbox.pdmodel.graphics.color.PDCalRGB.setGamma(PDGamma),org.apache.pdfbox.pdmodel.graphics.color.PDCalRGB.setGamma(PDGamma),2.0772793233194312e-11,1.369435867678629e-12,,,,
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN.PDDeviceN(COSArray),org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN.PDDeviceN(COSArray),4.722218591066597e-10,4.1128218200711406e-07,,,,
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN.setAttributes(PDDeviceNAttributes),org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN.setAttributes(PDDeviceNAttributes),2.6333488172027825e-10,5.287292081703704e-12,56,,1.882102897732591e-05,
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN.getNumberOfComponents(),org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN.getNumberOfComponents(),7.368533316605141e-11,4.5787884662310874e-11,19,10,0.0007890840817006025,3.259476832789126e-06
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNAttributes.getColorants(),org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNAttributes.getColorants(),4.637995222118364e-09,1.8851501570652018e-08,91,,0.0004923997536888156,
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.setNumberOfComponents(int),org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.setNumberOfComponents(int),1.434432676265364e-16,5.2581105180255605e-17,,,,
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.toString(),org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.toString(),1.9851614963268893e-16,7.835476273025696e-17,,,,
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.getRangeForComponent(int),org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.getRangeForComponent(int),5.888578144707177e-17,1.9255271449383602e-08,,148,,0.0001405779452176349
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.PDICCBased(COSArray),org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.PDICCBased(COSArray),1.0754056305443722e-08,7.257744618961392e-06,21,32,8.73798291499658e-06,6.178923476113437e-06
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.getNumberOfComponents(),org.apache.pdfbox.pdmodel.graphics.color.PDICCBased.getNumberOfComponents(),1.924121400331268e-08,1.2369439927659088e-09,18,32,2.992544363956624e-07,1.202255425290535e-05
org.apache.pdfbox.pdmodel.graphics.color.PDIndexed.PDIndexed(COSArray),org.apache.pdfbox.pdmodel.graphics.color.PDIndexed.PDIndexed(COSArray),2.4791642551160514e-09,9.53472722150582e-08,,32,,6.178923476113437e-06
org.apache.pdfbox.pdmodel.graphics.color.PDIndexed.getLookupData(),org.apache.pdfbox.pdmodel.graphics.color.PDIndexed.getLookupData(),5.1166840232211766e-08,4.047937689961406e-09,28,32,2.4890786497723676e-05,6.178923476113437e-06
org.apache.pdfbox.pdmodel.graphics.color.PDIndexed.setBaseColorSpace(PDColorSpace),org.apache.pdfbox.pdmodel.graphics.color.PDIndexed.setBaseColorSpace(PDColorSpace),1.4565028458334836e-10,6.939537551510468e-13,,8,,2.793280869856996e-08
org.apache.pdfbox.pdmodel.graphics.color.PDLab.setBRange(PDRange),org.apache.pdfbox.pdmodel.graphics.color.PDLab.setBRange(PDRange),1.435992989508605e-10,1.6458582362988081e-12,,,,
org.apache.pdfbox.pdmodel.graphics.color.PDLab.setARange(PDRange),org.apache.pdfbox.pdmodel.graphics.color.PDLab.setARange(PDRange),9.573289809812674e-11,1.3166904604633523e-12,,,,
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.setTintTransform(PDFunction),org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.setTintTransform(PDFunction),5.593452225785646e-12,7.519399850169851e-13,,,,
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.setAlternateColorSpace(PDColorSpace),org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.setAlternateColorSpace(PDColorSpace),2.4781439191671937e-11,3.050395766100034e-12,,,,
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.getColorantName(),org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.getColorantName(),2.4591149859925213e-11,2.3162397211130395e-11,,,,
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.PDSeparation(COSArray),org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.PDSeparation(COSArray),2.597219690175427e-09,9.652413037541105e-06,,32,,6.178923476113437e-06
"org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.AxialShadingContext(PDShadingType2, ColorModel, AffineTransform, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.AxialShadingContext(PDShadingType2, ColorModel, AffineTransform, Matrix, Rectangle)",3.1480727133913038e-15,1.0966570357014327e-10,17,,7.332415181975055e-06,
"org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingPaint.AxialShadingPaint(PDShadingType2, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingPaint.AxialShadingPaint(PDShadingType2, Matrix)",3.1752027638234835e-10,1.406807395831028e-12,,,,
"org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext.RadialShadingContext(PDShadingType3, ColorModel, AffineTransform, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext.RadialShadingContext(PDShadingType3, ColorModel, AffineTransform, Matrix, Rectangle)",3.415994103316841e-15,1.1632192019220793e-10,,,,
"org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint.RadialShadingPaint(PDShadingType3, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint.RadialShadingPaint(PDShadingType3, Matrix)",3.1752027638234835e-10,1.7585040742983493e-12,,,,
"org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint.createContext(ColorModel, Rectangle, Rectangle2D, AffineTransform, RenderingHints)","org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint.createContext(ColorModel, Rectangle, Rectangle2D, AffineTransform, RenderingHints)",1.4228697931682039e-08,1.5167544363550443e-08,,,,
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary.getAlternateIcon(),org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary.getAlternateIcon(),3.866842839410366e-11,1.475837116249654e-12,114,,2.2254788886873436e-07,
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary.getRolloverIcon(),org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary.getRolloverIcon(),7.733677891844761e-11,1.475837116249654e-12,114,,2.2254788886873436e-07,
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary.getNormalIcon(),org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary.getNormalIcon(),7.733677891844761e-11,1.475837116249654e-12,114,,2.2254788886873436e-07,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.buildPDF(PDVisibleSignDesigner),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.buildPDF(PDVisibleSignDesigner),9.383243679349084e-07,2.234636310441883e-06,,,,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getTemplateAppearanceStream(),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getTemplateAppearanceStream(),4.3016764107246195e-16,2.914592373334039e-16,,,,
"org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createInnerForm(PDResources, PDStream, PDRectangle)","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createInnerForm(PDResources, PDStream, PDRectangle)",1.625955169608984e-16,1.3813663309473405e-09,,,,
"org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createHolderForm(PDResources, PDStream, PDRectangle)","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createHolderForm(PDResources, PDStream, PDRectangle)",1.625955169608984e-16,1.3813663309473405e-09,,,,
"org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.PDVisibleSignDesigner(InputStream, InputStream, int)","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.PDVisibleSignDesigner(InputStream, InputStream, int)",4.5202629314571594e-08,2.4395885299434123e-09,,,,
"org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.PDVisibleSignDesigner(String, InputStream, int)","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.PDVisibleSignDesigner(String, InputStream, int)",2.447090628716397e-08,2.1176100307815117e-07,,,,
"org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.PDVisibleSignDesigner(PDDocument, InputStream, int)","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.PDVisibleSignDesigner(PDDocument, InputStream, int)",1.181910464259849e-08,6.450881520724004e-10,,,,
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem.getTextColor(),org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem.getTextColor(),1.2645002259198712e-06,2.8567768178053216e-12,,,,
org.apache.pdfbox.preflight.graphic.DeviceColorSpaceHelper.processIndexedColorSpace(PDColorSpace),org.apache.pdfbox.preflight.graphic.DeviceColorSpaceHelper.processIndexedColorSpace(PDColorSpace),4.0221716935755694e-08,2.5088159896745198e-11,,9,,9.510223947854932e-06
org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processDeviceNColorSpace(PDColorSpace),org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processDeviceNColorSpace(PDColorSpace),1.8353196334085202e-09,1.3069450889431956e-10,,,,
org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processIndexedColorSpace(PDColorSpace),org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processIndexedColorSpace(PDColorSpace),6.100905960357091e-07,6.752730828075788e-11,,10,,8.560202793161757e-06
org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processSeparationColorSpace(PDColorSpace),org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processSeparationColorSpace(PDColorSpace),2.31749105162676e-09,1.353815927045694e-10,,11,,5.92188360708424e-08
org.apache.pdfbox.preflight.process.reflect.GraphicObjectPageValidationProcess.validate(PreflightContext),org.apache.pdfbox.preflight.process.reflect.GraphicObjectPageValidationProcess.validate(PreflightContext),1.7757360738979085e-10,5.63062973721645e-07,,,,
"org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validateXObjects(PreflightContext, PDResources)","org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validateXObjects(PreflightContext, PDResources)",3.080404654473373e-09,2.1158970840836453e-06,,64,,0.00011477967389002692
"org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validateGraphicObjects(PreflightContext, PDPage)","org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validateGraphicObjects(PreflightContext, PDPage)",1.3308784450920344e-15,1.3464838852412716e-07,,23,,8.688622385657723e-06
org.apache.pdfbox.preflight.xobject.XObjImageValidator.checkColorSpaceAndImageMask(),org.apache.pdfbox.preflight.xobject.XObjImageValidator.checkColorSpaceAndImageMask(),1.311740159670807e-15,1.1169497612321594e-07,,50,,0.0001436706909966241
