Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Release Note,Hadoop Flags,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Tags,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,External issue URL,Flags,Rank
Avro,AVRO-380,Avro Container File format change: add block size to block descriptor,Improvement,Closed,Major,Fixed,Scott Carey,Scott Carey,Scott Carey,1/27/2010 1:25,,3/1/2010 17:09,1/29/2010 19:29,1.3.0,1.3.0,"doc, java, spec",,0,2,,,,,,,,,"The new file format in AVRO-160 limits a few use cases that I have found to be important. 

A block currently contains a count of the number of records, the block data, and a sync marker. 
This change would add the block size, in bytes, along side the number of records. 

This allows efficient access to a block's data without the need to decode the data into individual Datums, which is useful for various use cases.",,,,,,,,1/28/2010 18:52,,,,"7 years, 23 weeks, 5 days ago",,94706,,,Restricted to agents,,,,,,,,,,,,"Incompatible change, Reviewed",,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79759,,,,,,,,0|i0dzzb:
Avro,AVRO-381,Update documentation to talk about reference counting and memory management,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/27/2010 2:09,,3/1/2010 17:09,1/27/2010 2:13,,1.3.0,c,,0,0,,,,,,,,,,,,,,,,,,,,,"7 years, 24 weeks, 1 day ago",,94707,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79760,,,,,,,,0|i0dzzj:
Avro,AVRO-382,hashCode throws a NullPointerException when fields are uninitialized,Bug,Closed,Minor,Fixed,Michael Armbrust,Michael Armbrust,Michael Armbrust,1/27/2010 2:34,,3/1/2010 17:09,1/27/2010 17:38,1.2.0,1.3.0,java,,0,1,,,,,,,,,"When you call hashCode on an Avro Record with unitialized fields the method throws a NullPointerException. This is especially troublesome if you are trying to instantiate an object from an interactive console (like scala), as this makes it impossible to create records. Here is an example, where KVPair is defined as follows: 

{noformat} 
{ 
""namespace"": ""edu.berkeley.cs.scads"", 
""protocol"": ""Storage"", 

""types"": [ 
{""name"": ""KVPair"", ""type"": ""record"", ""fields"": [ 
{""name"": ""key"", ""type"": ""string""}, 
{""name"": ""value"", ""type"": ""string""}] 
} 
] 
} 
{noformat} 

And the error: 

{noformat} 
scala> val x = new edu.berkeley.cs.scads.KVPair 
val x = new edu.berkeley.cs.scads.KVPair 
java.lang.NullPointerException 
at org.apache.avro.specific.SpecificRecordBase.hashCode(SpecificRecordBase.java:62) 
at org.apache.avro.specific.SpecificRecordBase.hashCode(SpecificRecordBase.java:55) 
at edu.berkeley.cs.scads.KVPair.hashCode(Record.java:50001) 
at java.lang.Object.toString(Object.java:219) 
at edu.berkeley.cs.scads.KVPair.toString(Record.java:50001) 
at scala.runtime.ScalaRunTime$.stringOf(ScalaRunTime.scala:165) 
at RequestResult$.<init>(<console>:4) 
at RequestResult$.<clinit>(<console>) 
at RequestResult$result(<console>) 
at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) 
at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39) 
at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25) 
at java.lang.reflect.Method.invoke(Method.java:597) 
at scala.tools.nsc.Interpreter$Request.loadAndRun(Interpreter.scala:889) 
at scala.tools.nsc.Interpreter.interpret(Interpreter.scala:508) 
at scala.tools.nsc.InterpreterLoop.interpretStartingWith(InterpreterLoop.scala:242) 
at scala.tools.nsc.InterpreterLoop.command(InterpreterLoop.scala:230) 
at scala.tools.nsc.InterpreterLoop.repl(InterpreterLoop.scala:142) 
at scala.tools.nsc.InterpreterLoop.main(InterpreterLoop.scala:298) 
at scala.tools.nsc.MainGenericRunner$.main(MainGenericRunner.scala:141) 
at scala.tools.nsc.MainGenericRunner.main(MainGenericRunner.scala) 
{noformat}",,,,,,,,1/27/2010 2:47,,,,"7 years, 24 weeks ago",,94708,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79761,,,,,,,,0|i0dzzr:
Avro,AVRO-383,Optimizing ResolvingDecoder for default values,Improvement,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,1/27/2010 17:22,,3/1/2010 17:09,2/2/2010 5:07,,1.3.0,java,,0,0,,,,,,,,,"When the reader's and writer's schemas are records and the reader's schema has a field with default value and the writer's schema doesn't have the field, the ResolvingDecoder keeps the default value in a byte array. This byte array is in Json format. Moving this to Avro binary format improves performance. 

Apply the test patch and try ""Perf -M"". Then apply the patch and run it again. On my machine, the performance is three times the original.",,,,,,,,1/27/2010 17:51,,,,"7 years, 23 weeks, 2 days ago",,94709,,,Restricted to agents,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79762,,,,,,,,0|i0dzzz:
Avro,AVRO-384,Add schema projection to the C implementation,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/28/2010 2:02,,3/1/2010 17:09,1/28/2010 4:29,,1.3.0,c,,0,0,,,,,,,,,"This patch adds ""projection"" to the C implementation. 

It also updated the example code/ documentation to give an example of schema projection and fixes a small bug in the valgrind unit test.",,,,,,,,,,,,"7 years, 24 weeks ago",,94710,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79763,,,,,,,,0|i0e007:
Avro,AVRO-385,Initializing uninitialized BlockingBinaryEncoder fails,Bug,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,1/28/2010 7:54,,3/1/2010 17:09,1/29/2010 10:51,,1.3.0,java,,0,0,,,,,,,AVRO-375,,The problem is the same as in AVRO-375. AVRO-375 missed BlockingBinaryEncoder and fixed others. This patch fixes BlockingBinaryEncoder.,,,,,,,,1/28/2010 18:40,,,,"7 years, 23 weeks, 5 days ago",,94711,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79764,,,,,,,,0|i0e00f:
Avro,AVRO-386,Python implementation of compression,Improvement,Closed,Major,Fixed,Philip Zeyliger,Philip Zeyliger,Philip Zeyliger,1/29/2010 19:10,,3/1/2010 17:09,2/3/2010 6:49,1.3.0,1.3.0,python,,0,1,,,,,,,,,AVRO-135 introduced compression. AVRO-368 changed some metadata keys. The patch to follow adds this functionality to the python implementation.,,,,,,,,2/3/2010 4:43,,,,"7 years, 23 weeks, 1 day ago",,94712,,,Restricted to agents,,,,,,,,,,,,Incompatible change,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79765,,,,,,,,0|i0e00n:
Avro,AVRO-387,Add IndexedRecord interface to share more logic between specific and generic.,Bug,Closed,Minor,Fixed,Doug Cutting,Michael Armbrust,Michael Armbrust,1/29/2010 22:07,,3/1/2010 17:09,2/2/2010 21:53,1.2.0,1.3.0,java,,0,1,,,,,,,,,"This is a very similar issue to AVRO-382, except this time it happens for uninitialized unions instead of primitive fields. Once again, this makes it very difficult to use avro from the scala console. 

Stacktrace: 
{noformat} 
org.apache.avro.AvroRuntimeException: Not in union [{""type"":""record"",""name"":""GetRequest"",""namespace"":""edu.berkeley.cs.scads.comm"",""fields"":[{""name"":""namespace"",""type"":""string""},{""name"":""key"",""type"":""bytes""}]}]: null 
at org.apache.avro.generic.GenericData.resolveUnion(GenericData.java:339) 
at org.apache.avro.generic.GenericData.hashCode(GenericData.java:429) 
at org.apache.avro.specific.SpecificData.hashCode(SpecificData.java:227) 
at org.apache.avro.generic.GenericData.hashCodeAdd(GenericData.java:439) 
at org.apache.avro.specific.SpecificData.hashCode(SpecificData.java:223) 
at org.apache.avro.specific.SpecificRecordBase.hashCode(SpecificRecordBase.java:52) 
at java.lang.Object.toString(Object.java:219) 
at scala.runtime.ScalaRunTime$.stringOf(ScalaRunTime.scala:165) 
at RequestResult$.<init>(<console>:4) 
at RequestResult$.<clinit>(<console>) 
at RequestResult$result(<console>) 
at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) 
at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39) 
at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25) 
at java.lang.reflect.Method.invoke(Method.java:597) 
at scala.tools.nsc.Interpreter$Request.loadAndRun(Interpreter.scala:889) 
at scala.tools.nsc.Interpreter.interpret(Interpreter.scala:508) 
at scala.tools.nsc.InterpreterLoop.interpretStartingWith(InterpreterLoop.scala:242) 
at scala.tools.nsc.InterpreterLoop.command(InterpreterLoop.scala:230) 
at scala.tools.nsc.InterpreterLoop.repl(InterpreterLoop.scala:142) 
at scala.tools.nsc.InterpreterLoop.main(InterpreterLoop.scala:298) 
at scala.tools.nsc.MainGenericRunner$.main(MainGenericRunner.scala:141) 
at scala.tools.nsc.MainGenericRunner.main(MainGenericRunner.scala) 
{noformat}",,,,,,,,2/1/2010 4:19,,,,"7 years, 23 weeks, 1 day ago",,94713,,,Restricted to agents,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79766,,,,,,,,0|i0e00v:
Avro,AVRO-388,Using ResolvingDecoder in GenericDatumReader,Improvement,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,1/30/2010 9:38,,3/1/2010 17:09,2/3/2010 1:52,,1.3.0,java,,0,0,,,,,,,,,"This patch removes GenericDatumReader's own logic for schema resolution by relying on ResolvingDecoder. The code has become somewhat compact. The duplication logic we were concerned about in AVRO-383 is gone. 

There are three changes to the public interface of GenericDatumReader: 
* readInt() and readString() functions no longer provide the writer's schema. I think it is reasonable that code outside GenericDatumReader should not worry about schema resolution and thus don't have to know about writer's schema. 
* setSchema() function of DatumReader may throw IOException. 

None in Avro codebase is affected by these changes. 

In terms of performance: 

* When there is no resolution required, that is reader's and writer's schemas are identical, there is no change in performance. In fact, ResolvingEncoder is not used in this case. Use Perf -G to measuer. 
* If the resolution involves only promotions (from int to long) the new code is about 5% faster. User Perf -Gp 
* If the resolution involves supplying default values from the reader's schema because writer's schema does have a field, the node is faster about 15%. This improvement is probably due to AVRO-383. User Perf -Gd to measure this. 
* If the resolution involves field reordering (reader's and writer's schema have the same fields, but in different order) the new code is _slower_ by about 20%. This is because, ResolvingDecoder provides information on field reordering through a vector of Schema.Field objects. The Field class has the field position but not the field name. But GenericDatumWriter's setField() function needs the field name. getFieldName() function introduced in this patch does a linear search to find the name from the reader's schema. This is inefficient. We can handle this problem in any of the following ways: 
1. Do nothing claiming that field reordering is rare and we can live with this inefficiency. I tried this and saw that the new code performs about 5-10% faster than the old. 
2. Change the signature of the setField() so that it does not require the field name. This is an incomaptible change to the GenericDatumReader's public interface. None of the code in the current Avro will need field name. But if somebody has extended GenericDatumReader, they will be affected. 
3. Have a new class FieldInfo which has the name and position of the field and make ResolvingDecoder return an array of FieldInfo instead of Field. It's not obvious, which package/class this new class would go to. If one wants a clean dependencies, probably it belongs to io package. I'm not confortable adding another class into the io package at the present. Keeping it as an inner class of ResolvingDecoder will create circular dependencies between the io.parsing package and ResolvingDecoder class. 
4. Instead of a new class FieldInfo above use Map.Entry<String, Field>. 
5. Add a new field called ""name"" to Schema.Field class. It will be somewhat redundant because the key of the fields map of RecordSchema is the field name. With this, the field name will be available both as the key and as a part of value of the map. 

My personal preference is 5 followed by 4. 
",,,,,,,,2/1/2010 18:41,,,,"7 years, 23 weeks ago",,94714,,,Restricted to agents,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79767,,,,,,,,0|i0e013:
Avro,AVRO-389,ResolvingDecoder does not resolve enum well,Bug,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,1/31/2010 16:59,,3/1/2010 17:09,2/2/2010 5:20,,1.3.0,java,,0,0,,,,,,,,,Silly bug. mkEnumAdjust() and its caller don't agree on the order of the arguments. Strange that the bug existed for so long. The test-patch has some new tests to test untested portions of ResolvingEncoder. The actual patch fixes the problem.,,,,,,,,2/1/2010 18:35,,,,"7 years, 23 weeks, 2 days ago",,94715,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79768,,,,,,,,0|i0e01b:
Avro,AVRO-390,ResolvingDecoder does not handle default values for records well,Bug,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,1/31/2010 17:32,,3/1/2010 17:09,2/2/2010 5:36,,1.3.0,java,,0,0,,,,,,,,,"Default values for simple fields work fine. But if a field is of type record and that field has default value, the values are inserted fine. But since the client has no knowledge that what is being read is a default value, it tries to get the field order of this record using readFieldOrder(). But the current implementation does not expect such a call. The accompanying test patch catches the problem. The actual patch fixes the problem.",,,,,,,,2/1/2010 18:35,,,,"7 years, 23 weeks, 2 days ago",,94716,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79769,,,,,,,,0|i0e01j:
Avro,AVRO-391,DoS possible on java rpc servers,Bug,Open,Major,Unresolved,Unassigned,Eric Evans,Eric Evans,2/1/2010 17:50,,4/5/2010 17:30,,1.3.0,,java,,1,4,,,,,,,AVRO-144,"OpenJDK 1.6, Linux","It is possible to crash an avro rpc server (java) by writing random strings to the socket: 

Try... 
echo ""boom"" | nc localhost 9160 

You get... 
java.lang.OutOfMemoryError: Java heap space 
at java.nio.HeapByteBuffer.<init>(HeapByteBuffer.java:57) 
at java.nio.ByteBuffer.allocate(ByteBuffer.java:329) 
at org.apache.avro.ipc.SocketTransceiver.readBuffers(SocketTransceiver.java:65) 
at org.apache.avro.ipc.SocketServer$Connection.run(SocketServer.java:91) 
at java.lang.Thread.run(Thread.java:636)",,,,,,,,4/5/2010 9:36,,,,"7 years, 14 weeks, 2 days ago",,94717,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79770,,,,,,,,0|i0e01r:
Avro,AVRO-392,Binary Decoder Performance and flexibility overhaul,Improvement,Closed,Critical,Fixed,Scott Carey,Scott Carey,Scott Carey,2/3/2010 10:49,,3/1/2010 17:09,2/19/2010 21:46,,1.3.0,java,,0,2,,,,,,,"AVRO-414, AVRO-327",,"BinaryDecoder has room for significant performance improvement. [AVRO-327|https://issues.apache.org/jira/browse/AVRO-327] has some preliminary work here, but in order to satisfy some use cases there is much more work to do. 

I am opening a new ticket because the scope of the changes needed to do this the right way are larger. 

I have done a large bulk of a new implementation that abstracts a 'ByteSource' from the BinaryDecoder. Currently BinaryDecoder is tightly coupled to InputStream. The ByteSource can wrap an InputStream, FileChannel, or byte[] in this version, but could be extended to support other channel types, sockets, etc. This abstraction allows the BinaryDecoder to buffer data from various sources while supporting interleaved access to the underlying data and greater flexibility going forward. 
The performance of this abstraction has been heavily tuned so that maximum performance can be achieved even for slower ByteSource implementations. 

For readers that must interleave reads on a stream with the decoder, this includes a 
{code} 
public InputStream inputStream(); 
{code} 
method on the decoder that can serve interleaved reads. 

Additionally it will be necessary to have a constructor on BinaryDecoder that allows two BinaryDecoders to share a stream (and buffer). 


Performance results on this new version is better than previous prototypes: 

*current trunk BinaryDecoder* 
{noformat} 
ReadInt: 983 ms, 30.497877855999185 million entries/sec 
ReadLongSmall: 1058 ms, 28.336666040111496 million entries/sec 
ReadLong: 1518 ms, 19.75179889508437 million entries/sec 
ReadFloat: 657 ms, 45.61031157924184 million entries/sec 
ReadDouble: 761 ms, 39.387756709704355 million entries/sec 
ReadBoolean: 331 ms, 90.4268145647456 million entries/sec 
RepeaterTest: 7718 ms, 3.886725782038378 million entries/sec 
NestedRecordTest: 1884 ms, 15.91964611687992 million entries/sec 
ResolverTest: 8296 ms, 3.616055866616717 million entries/sec 
MigrationTest: 21216 ms, 1.4139999570144013 million entries/sec 
{noformat} 

*buffering BinaryDecoder* 
{noformat} 
ReadInt: 187 ms, 160.22131904871262 million entries/sec 
ReadLongSmall: 372 ms, 80.4863521975457 million entries/sec 
ReadLong: 613 ms, 48.882385721129246 million entries/sec 
ReadFloat: 253 ms, 118.16606270679061 million entries/sec 
ReadDouble: 275 ms, 108.94314257389068 million entries/sec 
ReadBoolean: 222 ms, 134.85327963176064 million entries/sec 
RepeaterTest: 3335 ms, 8.993007936329503 million entries/sec 
NestedRecordTest: 1152 ms, 26.0256943004597 million entries/sec 
ResolverTest: 4213 ms, 7.120659335077578 million entries/sec 
MigrationTest: 15310 ms, 1.9594884898992941 million entries/sec 
{noformat} 

Performance is 2x to 5x the throughput of trunk on most tests.",,,,,,,,2/3/2010 17:03,,,,"7 years, 20 weeks, 4 days ago",,94718,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,9,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79771,,,,,,,,0|i0e01z:
Avro,AVRO-393,byte[] constructor for Utf8 desired,New Feature,Closed,Minor,Fixed,Jeff Hodges,Jeff Hodges,Jeff Hodges,2/3/2010 23:25,,12/13/2011 19:06,2/4/2010 0:26,,1.3.0,java,,0,1,,,,,,,,,"We've come across a few use cases where we know that a given byte array is properly Utf8 encoded, but Utf8 has no constructor to take it. Instead, we have to turn it into a String first just to have it swapped back. This is sucky.",,,,,,,,2/3/2010 23:33,,,,"7 years, 23 weeks ago",,94719,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79772,,,,,,,,0|i0e027:
Avro,AVRO-394,Simplify and consolidate all data structures into hash tables,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,2/3/2010 23:38,,3/1/2010 17:09,2/4/2010 0:10,,1.3.0,c,,0,1,,,,,,,,,"Previously, I was using a singly-linked tail queue for lists/array of data structures. 

To make the code cleaner, performant and easier to maintain, I've dropped queue.h and instead use the numerical hash tables in st.h/st.c. 
",,,,,,,,,,,,"7 years, 23 weeks ago",,94720,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79773,,,,,,,,0|i0e02f:
Avro,AVRO-395,Add a cscope Makefile target,Improvement,Closed,Major,Fixed,Eli Collins,Eli Collins,Eli Collins,2/4/2010 4:48,,3/1/2010 17:09,2/4/2010 5:03,,1.3.0,c,,0,1,,,,,,,,,,,,,,,,,2/4/2010 5:03,,,,"7 years, 23 weeks ago",,94721,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79774,,,,,,,,0|i0e02n:
